description,unspsc_code
Used in construction: Packaging boxes and bags and pouches,241215
Restock: Frozen apples,503415
Warehouse input: Cereals,502211
Used in construction: Canned or jarred figs,503631
Procurement request for Natural rubber,131015
Warehouse input: Frozen spinaches,504461
Received delivery of Canned or jarred corn,504632
Invoice includes: Fresh pome fruit juice or concentrate,502026
Procurement request for Rosins,131111
Procurement request for Cushioning supplies,241416
Received delivery of Peaches,503053
Restock: Frozen beans,504418
Used in construction: Canned or jarred grapefruit,503633
Restock: Tobacco and substitutes,502115
Used in construction: Cresses,504033
Retail stock: Computer printers,432121
Retail stock: Aggregates,301118
Procurement request for Frozen raisin grapes,503435
Procurement request for Personal communication devices,431915
Ordered Specialty insulation,301416
Received delivery of Chokeberry purees,503876
Used in maintenance: Frozen loquats,503443
Retail stock: Citrons,503026
Received delivery of Boxes,241131
Procurement request for Canned or jarred rhubarb,503663
Restock: Canned or jarred artichokes,504615
Procurement request for Window frames,301719
Restock: Prepared soups and stews,501915
Used in construction: Personal communications device accessories or parts,431916
Used in maintenance: Frozen barberries,503418
Needed for project: Crates,241129
Needed for project: Canned or jarred summer squashes and summer pumpkins,504662
Needed for project: Dried celery,504227
Used in construction: Dried sorrels,504260
Procurement request for Dried green peas,504240
Ordered Cabinet accessories,301623
Procurement request for Cakes and pies and pastries,501820
Retail stock: Canned or jarred yams,504667
Needed for project: Blackberry purees,503824
Procurement request for Frozen blueberries,503422
Warehouse input: Kiwi fruit purees,503843
Warehouse input: Canned or jarred malanga,504647
Retail stock: Canned or jarred papayas,503651
Used in construction: Personal communications device accessories or parts,431916
Ordered Barberry purees,503822
Received delivery of Canned or jarred herbs,504641
Used in construction: Canned or jarred chokeberries,503671
Used in construction: Slip sheets,241130
Procurement request for Frozen herbs,504441
Needed for project: Dried rose hips,503264
Invoice includes: Dried spinaches,504261
Warehouse input: Frozen figs,503431
Needed for project: Canned or jarred celery,504627
Restock: Fermented soybean products,501720
Used in construction: Nominant fruits,503070
"Restock: Faucet and shower heads, jets and parts and accessories",301818
Restock: Dried myrtle,503248
Received delivery of Bananas,503017
Received delivery of Dried apricots,503216
Received delivery of Frozen bearberries,503419
Used in maintenance: Canned or jarred kiwi fruit,503639
Restock: Removable storage media accessories,432021
Procurement request for Residues other than animal feed,044484
Restock: Cushioning supplies,241416
Used in construction: Frozen chinese cabbages,504430
Received delivery of Aluminum sheets,302650
Used in construction: Rose hips,503064
Received delivery of Canned or jarred tamarillo,503669
Used in maintenance: Mulberry purees,503852
Procurement request for Chokeberry purees,503876
Retail stock: Frozen sorrels,504460
Received delivery of Dried nominant fruits,503270
Invoice includes: Olive purees,503877
Used in maintenance: Cheese,501318
Warehouse input: Dried kumquats,503240
Warehouse input: Grass and forage seeds and seedlings,043023
Invoice includes: Sand,043050
Used in maintenance: Hollow structural sections HSS,301040
Procurement request for Dried pineapples,503256
Restock: Huckleberries,503038
Received delivery of System Cards,432014
Ordered Nails,311620
Used in construction: Tomatoes,504065
Retail stock: Canned or jarred rhubarb,503663
Warehouse input: Dried brussel sprouts,504221
Used in construction: Sauces and spreads and condiments,501718
Retail stock: Frozen quinces,503461
Used in maintenance: Other animal products,042687
Retail stock: Raisin grapes,503035
Used in construction: Frozen nightshades,504450
Warehouse input: Apricots,503016
Restock: Cabinetry,301618
Received delivery of Dried bearberries,503219
Retail stock: Dried mandarin oranges or tangerines,503244
Warehouse input: Garage doors and operators,301721
Invoice includes: Raw milk products,502032
Used in maintenance: Frozen cabbages,504423
Retail stock: Dried sugar apple,503268
Restock: Canned or jarred guavas,503637
Used in construction: Canned or jarred cauliflowers,504626
Retail stock: Pulses,502210
Received delivery of Specialty material bars and sheets,302664
Used in maintenance: Specialty insulation,301416
Warehouse input: Underground roof support structures,302515
Invoice includes: Gourds,504039
Retail stock: Foil,301020
Used in construction: Canned or jarred peaches,503653
Received delivery of Dried dates,503229
Used in construction: Pears,503054
Retail stock: Frozen nominant fruits,503470
Procurement request for Frozen spinaches,504461
Warehouse input: System boards processors interfaces or modules,432015
Invoice includes: Shafting,302667
Warehouse input: Frozen apples,503415
Needed for project: Saskatoon berries,503066
Restock: Olive purees,503877
Needed for project: Bunching onions,504022
Ordered Canned or jarred yams,504667
Used in maintenance: Pomelos,503060
Invoice includes: Kumquat purees,503844
Used in maintenance: Siding and exterior wall materials,301518
Received delivery of Frozen nominant vegetables,504468
Procurement request for Bins and baskets,241120
Used in construction: Dried myrtle,503248
Used in maintenance: Loquats,503043
Restock: Frozen pomelos,503460
Received delivery of Underground roof support structures,302515
Invoice includes: Kumquats,503040
Received delivery of Frozen celery,504427
Restock: Foams,131113
Used in construction: Lemon purees,503845
Used in construction: Dried currants,503228
Procurement request for Rosins,131111
Used in maintenance: Dried persimmons,503255
Warehouse input: Specialty steel coils,302643
Used in maintenance: Dried loquats,503243
Warehouse input: Frozen sea vegetables,504458
Used in construction: Plucots,503057
Needed for project: Vinegars and cooking wines,501717
Needed for project: Foil,301020
Used in construction: Rod,301024
Needed for project: Dried rutabagas,504257
Ordered Brass ingots strips billets and coil,302617
Retail stock: Frozen dragonfruit,503430
Needed for project: Cherimoyas,503024
Warehouse input: Dried pineapples,503256
Procurement request for Frozen persimmons,503455
Procurement request for Canned or jarred sorrels,504660
Invoice includes: Frozen celery,504427
Retail stock: Canned or jarred broccoli,504620
Restock: Celery,504027
Warehouse input: Wood structural materials,302663
Ordered Shallots,504060
Warehouse input: Liquid containers,241126
Used in construction: Edible vegetable and plant oils and fats,501515
Retail stock: Frozen chards,504428
Used in construction: Raspberries,503062
Procurement request for Plate,301022
Ordered Wine grapes,503036
Procurement request for Tomatoes,504065
Received delivery of Fresh tropical fruit juice or concentrate,502028
Invoice includes: Olives,503072
Needed for project: Bananas,503017
Needed for project: Bronze bars,302625
Needed for project: Peppers,504056
Warehouse input: Canned or jarred mulberries,503647
Warehouse input: Frozen rhubarb,503463
Invoice includes: Dried saskatoon berries,503266
Used in maintenance: Bottles or vials,241220
Retail stock: Dried chicories,504229
Used in construction: Frozen mangoes,503445
Used in maintenance: Canned or jarred pomelos,503660
Warehouse input: Frozen malanga,504447
Needed for project: Frozen kale,504442
Restock: Pomelo purees,503865
Retail stock: Bolts,311616
Ordered Dried blueberries,503222
Used in maintenance: Mulberries,503047
Procurement request for Fresh pome fruit juice or concentrate,502026
Received delivery of Personal communications device accessories or parts,431916
Used in construction: Eggs and egg substitutes,501316
Procurement request for Non sanitary residential fixtures,301816
Procurement request for Dried potatoes,504256
Restock: Canned or jarred cresses,504633
Retail stock: Wild caught shellfish,501224
Received delivery of Specialized external flooring and paving materials,301220
Retail stock: Canned or jarred kiwi fruit,503639
Used in maintenance: Frozen bunching onions,504422
Invoice includes: Forestry byproducts,043051
Needed for project: Frozen leeks,504444
Used in maintenance: Raisin grape purees,503840
Retail stock: Frozen mandarin oranges or tangerines,503444
Used in maintenance: Frozen sugar apple,503468
Procurement request for Frozen malanga,504447
Used in maintenance: Bituminous derivatives,301215
Used in maintenance: Malanga,504047
Retail stock: Canned or jarred sea vegetables,504658
Procurement request for Canned or jarred lettuces,504646
Received delivery of Dates,503029
Ordered Canned or jarred asparagus,504616
Procurement request for Kohlrabi,504043
Ordered Frozen kumquats,503440
Retail stock: Dried sea vegetables,504258
Procurement request for Dried plums,503258
Restock: Molding and millwork,301619
Invoice includes: Coffee and tea,502017
Needed for project: Fig purees,503835
Restock: Canned or jarred plucots,503657
Needed for project: Canned or jarred pomelos,503660
Restock: Canned or jarred nectarines,503649
Retail stock: Nominant vegetables,504070
Needed for project: Canned or jarred cresses,504633
Used in construction: Processed meat and poultry products,501120
Used in maintenance: Canned or jarred pineapples,503656
Invoice includes: Aquatic invertebrates,501217
Used in construction: Foil,301020
Restock: Frozen limes,503442
Restock: Huckleberries,503038
Used in construction: Canned or jarred nectarines,503649
Used in construction: Fish,501215
Ordered Frozen pomelos,503460
Warehouse input: Frozen blueberries,503422
Invoice includes: Canned or jarred huckleberries,503638
Used in maintenance: Beans,504018
Warehouse input: Decorative rock,043780
Used in construction: Cabinetry,301618
Used in construction: Fresh berry juice or concentrate,502025
Ordered Canned or jarred malanga,504647
Invoice includes: Frozen brussel sprouts,504421
Invoice includes: Processed meat and poultry products,501120
Received delivery of Fresh drupe or stone fruit juice or concentrate,502027
Procurement request for Nominant fruit purees,503875
Warehouse input: Eggs and egg substitutes,501316
Procurement request for Bearberry purees,503823
Needed for project: Frozen cherimoyas,503424
Restock: Dried brussel sprouts,504221
Retail stock: Dried winter squashes and winter pumpkins,504266
Retail stock: Cabbages,504023
Invoice includes: Dried blackberries,503220
Used in maintenance: Persimmons,503055
Procurement request for Dried avocados,504217
Received delivery of Frozen rutabagas,504457
Used in maintenance: Lemons,503041
