description,unspsc_code
Acquired 10 units of Precast wall panel,30111504
Acquired 5 units of Laptop i7 processor,43211503
Procurement of Steamed white rice,50201700
Requested: Interior matte emulsion,31211504
Order placed for Plumbing pipe elbow,40142320
Order placed for 14-inch business laptop,43211503
Requisition for Block of cheddar 1kg,50131708
Shipment includes 10mm construction steel,30102307
Delivery note for 1 pcs of Flexible copper wire,26121524
Procurement of Free-range eggs pack,50131705
Shipment includes Thai jasmine rice,50201700
Line item: Precast wall panel,30111504
Line item: 5L matte paint bucket,31211504
Bought: 5 Office WiFi router,43222609
Requested: Gigabit router 5GHz,43222609
Requested: Company-issued laptop,43211503
Delivery note for 12 pcs of PVC elbow 2in,40142320
Bought: 25 Long grain rice 4kg,50201700
Order placed for Company-issued laptop,43211503
Order placed for Internet router for branch,43222609
Shipment includes Flexible copper wire,26121524
Delivery note for 12 pcs of Wireless dual-band router,43222609
Requisition for Drainage elbow 50mm,40142320
Shipment includes Wall coating white matte,31211504
Line item: Heavy panel for construction,30111504
Procurement of Electric cable 1.5mm,26121524
Bought: 10 Electric cable 1.5mm,26121524
Delivery note for 25 pcs of Wall coating white matte,31211504
Shipment includes Single core insulated cable,26121524
Requested: Steel rods for foundation,30102307
Requested: Organic eggs dozen,50131705
Shipment includes Drainage elbow 50mm,40142320
Shipment includes Notebook PC for office,43211503
Delivery note for 25 pcs of Plastic pipe elbow joint,40142320
Shipment includes Concrete wall section,30111504
Requested: Notebook PC for office,43211503
Line item: 5L matte paint bucket,31211504
Shipment includes Flexible copper wire,26121524
Invoice: 5 x Rebar rods for concrete,30102307
Delivery note for 50 pcs of Block of cheddar 1kg,50131708
Invoice: 25 x Plumbing pipe elbow,40142320
Procurement of 10mm construction steel,30102307
Bought: 5 14-inch business laptop,43211503
Acquired 25 units of Laptop i7 processor,43211503
Invoice: 2 x Laptop i7 processor,43211503
Requisition for Company-issued laptop,43211503
Requisition for Single core insulated cable,26121524
Requested: Carton of large eggs,50131705
Acquired 50 units of 14-inch business laptop,43211503
Requested: Exterior concrete board,30111504
Order placed for Interior matte emulsion,31211504
Line item: 5L matte paint bucket,31211504
Procurement of Plumbing pipe elbow,40142320
Order placed for House wiring cable,26121524
Line item: Flexible copper wire,26121524
Invoice: 5 x 5L matte paint bucket,31211504
Delivery note for 1 pcs of Fresh eggs 12-pack,50131705
Procurement of Precast wall panel,30111504
Requisition for 5L matte paint bucket,31211504
Order placed for 90-degree PVC fitting,40142320
Shipment includes Wall coating white matte,31211504
Delivery note for 1 pcs of Steamed white rice,50201700
Requested: 5L matte paint bucket,31211504
Acquired 50 units of White cheddar slices,50131708
Delivery note for 50 pcs of Basmati rice 5kg,50201700
Line item: Laptop i7 processor,43211503
Shipment includes Steamed white rice,50201700
Delivery note for 12 pcs of Notebook PC for office,43211503
Shipment includes 14-inch business laptop,43211503
Line item: House wiring cable,26121524
Invoice: 25 x Steel rebars 10mm,30102307
Procurement of Organic eggs dozen,50131705
Acquired 12 units of 5L matte paint bucket,31211504
Invoice: 2 x Laptop with 16GB RAM,43211503
Bought: 25 Electric cable 1.5mm,26121524
Line item: Steamed white rice,50201700
Invoice: 25 x Mature cheddar block,50131708
Delivery note for 2 pcs of Wall slab 2m,30111504
Acquired 2 units of Laptop i7 processor,43211503
Bought: 2 Rice sack 5kg,50201700
Requisition for Steel rebars 10mm,30102307
Order placed for Concrete wall section,30111504
Invoice: 1 x 5L matte paint bucket,31211504
Shipment includes Thai jasmine rice,50201700
Order placed for Plastic pipe elbow joint,40142320
Order placed for Cheddar wedge 500g,50131708
Line item: Flexible copper wire,26121524
Requested: Carton of large eggs,50131705
Delivery note for 5 pcs of Interior matte emulsion,31211504
Invoice: 10 x Farm eggs (large),50131705
Requested: Matte latex paint,31211504
Shipment includes Plastic pipe elbow joint,40142320
Procurement of Long grain rice 4kg,50201700
Bought: 10 Plastic pipe elbow joint,40142320
Bought: 25 5L matte paint bucket,31211504
Procurement of Carton of large eggs,50131705
Shipment includes Mature cheddar block,50131708
Shipment includes Wall coating white matte,31211504
Order placed for Wall slab 2m,30111504
Procurement of Copper wire 100m,26121524
Acquired 12 units of Wall coating white matte,31211504
Procurement of Precast wall panel,30111504
Shipment includes Single core insulated cable,26121524
Invoice: 12 x Steamed white rice,50201700
Invoice: 5 x Steel rods for foundation,30102307
Line item: Cheddar wedge 500g,50131708
Order placed for Organic eggs dozen,50131705
Invoice: 5 x Flexible copper wire,26121524
Procurement of 14-inch business laptop,43211503
Acquired 10 units of Fresh eggs 12-pack,50131705
Bought: 50 90-degree PVC fitting,40142320
Acquired 10 units of Plumbing pipe elbow,40142320
Line item: Mature cheddar block,50131708
Line item: Cheddar wedge 500g,50131708
Procurement of Interior matte emulsion,31211504
Line item: Block of cheddar 1kg,50131708
Shipment includes White cheddar slices,50131708
Line item: Carton of large eggs,50131705
Line item: Flexible copper wire,26121524
Order placed for Notebook PC for office,43211503
Delivery note for 2 pcs of Notebook PC for office,43211503
Delivery note for 12 pcs of Cheddar wedge 500g,50131708
Bought: 1 Concrete wall section,30111504
Invoice: 10 x Single core insulated cable,26121524
Line item: Notebook PC for office,43211503
Procurement of 14-inch business laptop,43211503
Acquired 12 units of Laptop i7 processor,43211503
Invoice: 1 x 14-inch business laptop,43211503
Line item: Laptop i7 processor,43211503
Procurement of Plumbing pipe elbow,40142320
Line item: Steel rods for foundation,30102307
Requested: Concrete wall section,30111504
Acquired 50 units of Mild steel bars,30102307
Requisition for Steel rebars 10mm,30102307
Shipment includes Basmati rice 5kg,50201700
Shipment includes Sliced cheddar cheese,50131708
Invoice: 10 x Rebar rods for concrete,30102307
Invoice: 1 x Steamed white rice,50201700
Shipment includes Drainage elbow 50mm,40142320
Invoice: 5 x Plumbing pipe elbow,40142320
Requisition for 14-inch business laptop,43211503
Shipment includes Farm eggs (large),50131705
Bought: 10 Plumbing pipe elbow,40142320
Acquired 12 units of Laptop i7 processor,43211503
Shipment includes White cheddar slices,50131708
Acquired 10 units of Steel rods for foundation,30102307
Line item: Interior matte emulsion,31211504
Delivery note for 10 pcs of Copper wire 100m,26121524
Line item: Basmati rice 5kg,50201700
Delivery note for 50 pcs of Sliced cheddar cheese,50131708
Shipment includes Matte latex paint,31211504
Requisition for Precast wall panel,30111504
Order placed for Steel rods for foundation,30102307
Order placed for Rice sack 5kg,50201700
Acquired 5 units of Wall slab 2m,30111504
Requisition for Precast wall panel,30111504
Invoice: 50 x Laptop i7 processor,43211503
Procurement of White cheddar slices,50131708
Acquired 12 units of Steamed white rice,50201700
Bought: 50 Farm eggs (large),50131705
Invoice: 2 x 90-degree PVC fitting,40142320
Bought: 5 Block of cheddar 1kg,50131708
Requisition for Laptop i7 processor,43211503
Order placed for 10mm construction steel,30102307
Line item: White cheddar slices,50131708
Line item: Thai jasmine rice,50201700
Acquired 25 units of Heavy panel for construction,30111504
Order placed for Steamed white rice,50201700
Requested: Block of cheddar 1kg,50131708
Procurement of Rebar rods for concrete,30102307
Requested: Organic eggs dozen,50131705
Order placed for Electric cable 1.5mm,26121524
Line item: Organic eggs dozen,50131705
Invoice: 2 x Steel rebars 10mm,30102307
Line item: Farm eggs (large),50131705
Requested: Free-range eggs pack,50131705
Shipment includes Plumbing pipe elbow,40142320
Order placed for Wireless dual-band router,43222609
Line item: Rice sack 5kg,50201700
Requisition for Heavy panel for construction,30111504
Shipment includes 10mm construction steel,30102307
Bought: 25 Single core insulated cable,26121524
Procurement of Organic eggs dozen,50131705
Bought: 5 10mm construction steel,30102307
Delivery note for 25 pcs of Copper wire 100m,26121524
Order placed for Rice sack 5kg,50201700
Line item: Wall slab 2m,30111504
Invoice: 5 x Basmati rice 5kg,50201700
Acquired 10 units of Wall coating white matte,31211504
Requested: Matte latex paint,31211504
Line item: WiFi 6 router,43222609
Shipment includes Drainage elbow 50mm,40142320
Invoice: 12 x Gigabit router 5GHz,43222609
Order placed for 5L matte paint bucket,31211504
Invoice: 2 x Organic eggs dozen,50131705
Line item: Cheddar wedge 500g,50131708
Delivery note for 2 pcs of Rice sack 5kg,50201700
Procurement of Matte latex paint,31211504
Acquired 25 units of Internet router for branch,43222609
Requisition for Sliced cheddar cheese,50131708
Shipment includes 14-inch business laptop,43211503
Order placed for Concrete wall section,30111504
Delivery note for 5 pcs of Wall coating white matte,31211504
Requisition for Wireless dual-band router,43222609
Bought: 25 Cheddar wedge 500g,50131708
Line item: Laptop with 16GB RAM,43211503
Order placed for Carton of large eggs,50131705
Order placed for Heavy panel for construction,30111504
Requisition for Copper wire 100m,26121524
Requested: Block of cheddar 1kg,50131708
Line item: Mature cheddar block,50131708
Order placed for Flexible copper wire,26121524
Invoice: 1 x Internet router for branch,43222609
Shipment includes Wall coating white matte,31211504
Line item: Rebar rods for concrete,30102307
Invoice: 1 x Plumbing pipe elbow,40142320
Shipment includes 90-degree PVC fitting,40142320
Requisition for Interior matte emulsion,31211504
Shipment includes Interior matte emulsion,31211504
Requisition for Rice sack 5kg,50201700
Line item: Wireless dual-band router,43222609
Order placed for Steel rods for foundation,30102307
Shipment includes Internet router for branch,43222609
Procurement of White cheddar slices,50131708
Bought: 1 Rebar rods for concrete,30102307
Shipment includes House wiring cable,26121524
Acquired 5 units of House wiring cable,26121524
Requisition for Mild steel bars,30102307
Line item: White cheddar slices,50131708
Bought: 50 Matte latex paint,31211504
Acquired 50 units of Exterior concrete board,30111504
Delivery note for 1 pcs of Long grain rice 4kg,50201700
Acquired 10 units of Steel rods for foundation,30102307
Requisition for Cheddar wedge 500g,50131708
Requisition for White paint 10L,31211504
Acquired 50 units of Plumbing pipe elbow,40142320
Procurement of Block of cheddar 1kg,50131708
Delivery note for 2 pcs of Single core insulated cable,26121524
Requisition for Drainage elbow 50mm,40142320
Delivery note for 25 pcs of Mild steel bars,30102307
Order placed for House wiring cable,26121524
Delivery note for 12 pcs of Laptop i7 processor,43211503
Acquired 2 units of 10mm construction steel,30102307
Requisition for Heavy panel for construction,30111504
Acquired 5 units of Concrete wall section,30111504
Invoice: 25 x Plumbing pipe elbow,40142320
Requested: Thai jasmine rice,50201700
Bought: 2 WiFi 6 router,43222609
Order placed for Gigabit router 5GHz,43222609
Order placed for Rice sack 5kg,50201700
Invoice: 10 x 10mm construction steel,30102307
Order placed for Wall coating white matte,31211504
Bought: 12 Flexible copper wire,26121524
Delivery note for 12 pcs of Flexible copper wire,26121524
Line item: Farm eggs (large),50131705
Invoice: 2 x Farm eggs (large),50131705
Line item: Electric cable 1.5mm,26121524
Requisition for Organic eggs dozen,50131705
Requested: Copper wire 100m,26121524
Invoice: 12 x Carton of large eggs,50131705
Bought: 50 Wireless dual-band router,43222609
Order placed for Basmati rice 5kg,50201700
Procurement of Wall slab 2m,30111504
Acquired 5 units of Block of cheddar 1kg,50131708
Delivery note for 10 pcs of Internet router for branch,43222609
Invoice: 50 x Rebar rods for concrete,30102307
Procurement of Exterior concrete board,30111504
Invoice: 50 x Plastic pipe elbow joint,40142320
Order placed for Carton of large eggs,50131705
Procurement of Wireless dual-band router,43222609
Delivery note for 12 pcs of Free-range eggs pack,50131705
Shipment includes Fresh eggs 12-pack,50131705
Invoice: 12 x Concrete wall section,30111504
Line item: Farm eggs (large),50131705
Bought: 25 Wireless dual-band router,43222609
Shipment includes Exterior concrete board,30111504
Requisition for Steamed white rice,50201700
Order placed for Fresh eggs 12-pack,50131705
Bought: 25 Block of cheddar 1kg,50131708
Order placed for Plumbing pipe elbow,40142320
Requested: Copper wire 100m,26121524
Procurement of Single core insulated cable,26121524
Line item: Electric cable 1.5mm,26121524
Requisition for Steel rebars 10mm,30102307
Requested: Mild steel bars,30102307
Order placed for Exterior concrete board,30111504
Acquired 10 units of Single core insulated cable,26121524
Line item: Precast wall panel,30111504
Shipment includes Mild steel bars,30102307
Requisition for Basmati rice 5kg,50201700
Order placed for Steamed white rice,50201700
Invoice: 5 x Company-issued laptop,43211503
Delivery note for 50 pcs of Sliced cheddar cheese,50131708
Delivery note for 10 pcs of Notebook PC for office,43211503
Bought: 5 Block of cheddar 1kg,50131708
Procurement of Block of cheddar 1kg,50131708
Acquired 2 units of Basmati rice 5kg,50201700
Delivery note for 10 pcs of Steamed white rice,50201700
Requested: Laptop with 16GB RAM,43211503
Requested: Heavy panel for construction,30111504
Shipment includes Single core insulated cable,26121524
Acquired 10 units of PVC elbow 2in,40142320
Order placed for Flexible copper wire,26121524
Requested: 10mm construction steel,30102307
Bought: 25 Plumbing pipe elbow,40142320
