description,unspsc_code
Invoice lists Canned or jarred beets,504619
Received shipment: Gooseberry purees,503836
Construction supply: Pineapples,503056
Procurement of Canned or jarred cauliflowers,504626
Order for Post,301029
Restocking Tomatoes,504065
Order for Canned or jarred bunching onions,504622
Inventory includes Wood structural materials,302663
Restocking Cakes and pies and pastries,501820
Procurement of Processed cereals,502212
Procurement of Honeycomb core,301035
Inventory includes Prepared salads,501932
Received shipment: Canned or jarred eggplants,504635
Used in repairs: Packaging cans,241218
Received shipment: Dried eggplants,504235
Procurement of Cranberry purees,503831
Retail stock: Insulation sealing layers,301417
Procurement of Dried lentils,504245
Inventory includes Non alcoholic beverages,502023
Warehouse received: Fish,501215
Warehouse received: Bronze ingots strips billets and coil,302627
Construction supply: Asparagus,504016
Order for System Cards,432014
Used in repairs: Specialty material coil strips billets and ingots,302665
Received shipment: Peas,504054
Warehouse received: Canned or jarred mangoes,503645
Used in repairs: Dried lemons,503241
Received shipment: Frozen figs,503431
Order for Melon purees,503851
Procurement of Flour tortillas,501933
Inventory includes Chokeberry purees,503876
Invoice lists Frozen endives,504436
Invoice lists Brussel sprouts,504021
Used in repairs: Jams and jellies and nut and sweet spreads and fruit conserves,501924
Retail stock: Chives,504031
Retail stock: Copper bars,302622
Restocking Rails,301031
Restocking Dried kale,504242
Restocking Frozen raisin grapes,503435
Invoice lists Frozen mangoes,503445
Procurement of Frozen leeks,504444
Order for Eggplants,504035
Used in repairs: Dried sapotes,503265
Warehouse received: Precious metal and specialty metal coil strips billets and ingots,302662
Retail stock: Dried mushrooms,504248
Construction supply: Canned or jarred kumquats,503640
Received shipment: Frozen persimmons,503455
Order for Brussel sprouts,504021
Inventory includes Blackberry purees,503824
Order for Natural rubber,131015
Used in repairs: Dried currants,503228
Procurement of Dried papayas,503251
Restocking Frozen shallots,504459
Warehouse received: Canned or jarred citrons,503626
Construction supply: Mustards,504049
Invoice lists Tanks and cylinders and their accessories,241118
Procurement of Screws,311615
Order for Eggplants,504035
Invoice lists Perfumery products,043781
Received shipment: Dried mulberries,503247
Restocking Canned or jarred peppers,504655
Procurement of Chassis components,432016
Construction supply: Dried peas,504254
Procurement of Summer squashes and summer pumpkins,504063
Restocking Canned or jarred persimmons,503655
Used in repairs: Frozen asparagus,504416
Construction supply: Infant foods and beverages,501930
Construction supply: Saskatoon berries,503066
Restocking Honeycomb core,301035
Procurement of Steel alloy bars,302637
Retail stock: Canned or jarred broccoli,504620
Used in repairs: Lead bars,302633
Received shipment: Lettuces,504046
Inventory includes Frozen strawberries,503467
Used in repairs: Frozen bayberries or myrtle,503448
Inventory includes Frozen pears,503454
Received shipment: Dried spinaches,504261
Construction supply: Canned or jarred nightshades,504650
Order for Canned or jarred potatoes,504656
Restocking Frozen sugar peas,504469
Construction supply: Sanitary ware,301815
Construction supply: Cauliflowers,504026
Restocking Canned or jarred avocados,504617
Invoice lists Bayberries or myrtles,503048
Restocking Dried table grapes,503234
Warehouse received: Aluminum coil,302651
Order for Canned or jarred potatoes,504656
Received shipment: Non sanitary residential fixtures,301816
Procurement of Chicories,504029
Procurement of Canned or jarred mandarin oranges or tangerines,503644
Inventory includes Dried sorrels,504260
Retail stock: Canned or jarred pomegranates,503659
Used in repairs: Dried peaches,503253
Warehouse received: Tobacco and substitutes,502115
Invoice lists Breadfruit,503023
Retail stock: Pears,503054
Order for Sandwiches and filled rolls,501925
Used in repairs: Plucots,503057
Retail stock: Spice crop seeds and seedlings,043388
Used in repairs: Sea vegetables,504059
Retail stock: Plastic films,131112
Construction supply: Dried tomatoes,504264
Warehouse received: Crates,241129
Invoice lists Non alcoholic beverages,502023
Construction supply: Nuts and seeds,501017
Restocking Nectarine purees,503854
Procurement of Dried bilberries,503221
Used in repairs: Pallets,241127
Order for Canned or jarred kale,504642
Retail stock: Frozen strawberries,503467
Warehouse received: Canned or jarred dragonfruit,503630
Retail stock: Metallic fibers and filaments,301038
Warehouse received: Bolts,311616
Warehouse received: Ferrous alloy bars and sheets,302656
Received shipment: Plant fibers,043416
Procurement of Rose hip purees,503869
Construction supply: Corn,504032
Received shipment: Wall finishing materials,301615
Received shipment: Dirt and soil,042319
Invoice lists Frozen sweet potatoes,504463
Invoice lists Dried quinces,503261
Received shipment: Eggs and egg substitutes,501316
Order for Decorative rock,043780
Used in repairs: Cherries,503025
Procurement of Dried chokeberries,503271
Used in repairs: Beans,504018
Invoice lists Farm raised fish,501221
Received shipment: Frozen bearberries,503419
Warehouse received: Canned or jarred olives,503672
Restocking Canned or jarred plums,503658
Inventory includes Dried figs,503231
Procurement of Fermented soybean products,501720
Procurement of Faucets or taps,301817
Used in repairs: Non sanitary residential fixtures,301816
Retail stock: Canned or jarred pomegranates,503659
Used in repairs: Passion fruit,503052
Retail stock: Metallic fibers and filaments,301038
Inventory includes Brass bars,302615
Restocking Peach purees,503858
Retail stock: Dried sugar peas,504269
Construction supply: Baking mixes and supplies,501817
Order for Canned or jarred winter squashes and winter pumpkins,504666
Warehouse received: Dried rutabagas,504257
Warehouse received: Canned or jarred sorrels,504660
Retail stock: Turnip greens,504066
Used in repairs: Dried garlics,504238
Procurement of Personal communications device accessories or parts,431916
Used in repairs: Beets,504019
Received shipment: Dried kiwi fruit,503239
Received shipment: Frozen green peas,504440
Warehouse received: Bunching onions,504022
Warehouse received: Tuber seeds and seedlings,045580
Warehouse received: Canned or jarred quinces,503661
Procurement of Canned or jarred guavas,503637
Procurement of Frozen corn,504432
Warehouse received: Eggs and egg substitutes,501316
Procurement of Securing and protecting supplies,241415
Restocking Perfumery products,043781
Retail stock: Corrugated and other supplies for distribution,241125
Inventory includes Canned or jarred chokeberries,503671
Used in repairs: System Cards,432014
Restocking Canned or jarred leeks,504644
Used in repairs: Dried cherries,503225
Construction supply: Dried bunching onions,504222
Warehouse received: Canned or jarred cresses,504633
Warehouse received: Removable storage media accessories,432021
Construction supply: Dried spinaches,504261
Order for Faucets or taps,301817
Received shipment: Thermal insulation,301415
Restocking Strawberry purees,503872
Used in repairs: Dried papayas,503251
Received shipment: Lead sheets,302634
Warehouse received: Peas,504054
Warehouse received: Potatoes,504057
Used in repairs: Kumquat purees,503844
Order for Citrons,503026
Used in repairs: Dried avocados,504217
Inventory includes Honeycomb core,301035
Invoice lists Frozen peas,504454
Order for Canned or jarred kimchis,504670
Construction supply: Canned or jarred loquats,503643
Restocking Citrons,503026
Inventory includes Plastic films,131112
Order for Bayberries or myrtles,503048
Inventory includes Dried onions,504252
Restocking Frozen citrons,503426
Restocking Canned or jarred bananas,503617
Restocking Instant mixes and supplies,501931
Construction supply: Persimmon purees,503860
Procurement of Honeycomb core,301035
Invoice lists Wood structural materials,302663
Received shipment: Glass products,301717
Restocking Specialty material coil strips billets and ingots,302665
Construction supply: Dried cardoons,504224
Inventory includes Lemon purees,503845
Restocking Nuts and seeds,501017
Used in repairs: Tin bars,302630
Warehouse received: Green peas,504040
Procurement of Canned or jarred winter squashes and winter pumpkins,504666
Invoice lists Canned or jarred cabbages,504623
Construction supply: Prepared soups and stews,501915
Invoice lists Snack foods,501921
Used in repairs: Plucot purees,503862
Construction supply: Dried cherimoyas,503224
Retail stock: Dried currants,503228
Inventory includes Bananas,503017
Order for Hollow structural sections HSS,301040
Retail stock: Dried peas,504254
Received shipment: Canned or jarred papayas,503651
Procurement of Channels,301018
Restocking Garage doors and operators,301721
Retail stock: Asphalts,301216
Used in repairs: Frozen persimmons,503455
Received shipment: Dried gourds,504239
Retail stock: Frozen malanga,504447
Warehouse received: Kiwi fruit purees,503843
Order for Frozen herbs,504441
Received shipment: Bituminous derivatives,301215
Invoice lists Dried peppers,504255
Invoice lists Landscape architecture materials,301218
Order for Frozen pomegranates,503459
Invoice lists Canned or jarred corn,504632
Order for Soil stabilizers and reinforcing materials,301219
Construction supply: Barberries,503018
Order for Canned or jarred bananas,503617
Inventory includes Dried tamarillo,503269
Invoice lists Canned or jarred bunching onions,504622
Restocking Frozen carrots,504425
Inventory includes Mulberries,503047
Construction supply: Bilberries,503021
Retail stock: Sorrels,504061
Used in repairs: Base Metals,043049
Procurement of Frozen chokeberries,503471
Order for Channels,301018
Invoice lists Thermoplastic plastics,131020
Inventory includes Frozen lemons,503441
Construction supply: Cakes and pies and pastries,501820
Warehouse received: Piling,301028
Construction supply: Dried garlics,504238
Received shipment: Nails,311620
Construction supply: Channels,301018
Warehouse received: Spice crop seeds and seedlings,043388
Retail stock: Freight containers,241128
Inventory includes Desserts and dessert toppings,501923
Inventory includes Dried currants,503228
Received shipment: Frozen pineapples,503456
Restocking Dried summer squashes and summer pumpkins,504262
Procurement of Canned or jarred blackberries,503620
Restocking Saskatoon berry purees,503871
Order for Frozen turnip greens,504465
Used in repairs: Dried avocados,504217
Order for Frozen peanuts,504453
Received shipment: Frozen plums,503458
Warehouse received: Frozen lettuces,504446
Invoice lists Canned or jarred eggplants,504635
Invoice lists Huckleberries,503038
Invoice lists Tanks and cylinders and their accessories,241118
Invoice lists Canned or jarred tamarillo,503669
Restocking Dried cauliflowers,504226
Used in repairs: Fermented soybean products,501720
